event_id,is_sse,final_cascade_size,time_to_sse_minutes,graph_nodes,graph_edges,graph_cross_edge_ratio,split
synthetic_sse_graph::00008694,0,2,,2,1,0.0,train
synthetic_sse_graph::00008695,0,27,,27,26,0.0,train
synthetic_sse_graph::00008696,0,1,,1,0,0.0,train
synthetic_sse_graph::00008697,0,2,,2,1,0.0,train
synthetic_sse_graph::00008698,0,1,,1,0,0.0,train
synthetic_sse_graph::00008699,0,2,,2,1,0.0,train
synthetic_sse_graph::00008700,0,2,,2,1,0.0,train
synthetic_sse_graph::00008701,0,1,,1,0,0.0,train
synthetic_sse_graph::00008702,0,1,,1,0,0.0,train
synthetic_sse_graph::00008703,0,1,,1,0,0.0,train
synthetic_sse_graph::00008704,0,1,,1,0,0.0,train
synthetic_sse_graph::00008705,0,3,,3,2,0.0,train
synthetic_sse_graph::00008706,0,1,,1,0,0.0,train
synthetic_sse_graph::00008707,0,1,,1,0,0.0,train
synthetic_sse_graph::00008708,1,4,100.0,4,3,0.0,train
synthetic_sse_graph::00008709,0,1,,1,0,0.0,train
synthetic_sse_graph::00008710,0,26,,26,25,0.0,train
synthetic_sse_graph::00008711,0,1,,1,0,0.0,train
synthetic_sse_graph::00008712,0,1,,1,0,0.0,train
synthetic_sse_graph::00008713,0,10,,10,9,0.0,train
synthetic_sse_graph::00008714,1,4,320.0,4,3,0.0,train
synthetic_sse_graph::00008715,0,1,,1,0,0.0,train
synthetic_sse_graph::00008716,0,7,,7,6,0.0,train
synthetic_sse_graph::00008717,0,9,,9,8,0.125,train
synthetic_sse_graph::00008718,0,1,,1,0,0.0,train
synthetic_sse_graph::00008719,0,1,,1,0,0.0,train
synthetic_sse_graph::00008720,0,6,,6,5,0.0,train
synthetic_sse_graph::00008721,0,1,,1,0,0.0,train
synthetic_sse_graph::00008722,0,1,,1,0,0.0,train
synthetic_sse_graph::00008723,0,3,,3,2,0.0,train
synthetic_sse_graph::00008724,0,2,,2,1,0.0,train
synthetic_sse_graph::00008725,0,15,,15,14,0.0,train
synthetic_sse_graph::00008726,0,4,,4,3,0.0,train
synthetic_sse_graph::00008727,0,1,,1,0,0.0,train
synthetic_sse_graph::00008728,0,1,,1,0,0.0,train
synthetic_sse_graph::00008729,0,1,,1,0,0.0,train
synthetic_sse_graph::00008730,0,1,,1,0,0.0,train
synthetic_sse_graph::00008731,0,1,,1,0,0.0,train
synthetic_sse_graph::00008732,0,1,,1,0,0.0,train
synthetic_sse_graph::00008733,0,1,,1,0,0.0,train
synthetic_sse_graph::00008734,0,3,,3,2,1.0,train
synthetic_sse_graph::00008735,0,2,,2,1,0.0,train
synthetic_sse_graph::00008736,0,2,,2,1,0.0,train
synthetic_sse_graph::00008737,0,5,,5,4,0.25,train
synthetic_sse_graph::00008738,0,5,,5,4,0.0,train
synthetic_sse_graph::00008739,0,1,,1,0,0.0,train
synthetic_sse_graph::00008740,0,1,,1,0,0.0,train
synthetic_sse_graph::00008741,0,1,,1,0,0.0,train
synthetic_sse_graph::00008742,0,3,,3,2,0.0,train
synthetic_sse_graph::00008743,0,3,,3,2,0.0,train
synthetic_sse_graph::00008744,0,1,,1,0,0.0,train
synthetic_sse_graph::00008745,0,1,,1,0,0.0,train
synthetic_sse_graph::00008746,0,1,,1,0,0.0,train
synthetic_sse_graph::00008747,0,1,,1,0,0.0,train
synthetic_sse_graph::00008748,0,13,,13,12,0.0,train
synthetic_sse_graph::00008749,0,1,,1,0,0.0,train
synthetic_sse_graph::00008750,0,1,,1,0,0.0,train
synthetic_sse_graph::00008751,0,3,,3,2,0.0,train
synthetic_sse_graph::00008752,0,1,,1,0,0.0,train
synthetic_sse_graph::00008753,0,3,,3,2,0.0,train
synthetic_sse_graph::00008754,0,2,,2,1,0.0,train
synthetic_sse_graph::00008755,0,1,,1,0,0.0,train
synthetic_sse_graph::00008756,0,2,,2,1,0.0,train
synthetic_sse_graph::00008757,0,4,,4,3,0.0,train
synthetic_sse_graph::00008758,0,11,,11,10,0.0,train
synthetic_sse_graph::00008759,0,1,,1,0,0.0,train
synthetic_sse_graph::00008760,0,1,,1,0,0.0,train
synthetic_sse_graph::00008761,0,5,,5,4,0.0,train
synthetic_sse_graph::00008762,0,4,,4,3,0.0,train
synthetic_sse_graph::00008763,0,1,,1,0,0.0,train
synthetic_sse_graph::00008764,0,11,,11,10,0.1,train
synthetic_sse_graph::00008765,0,2,,2,1,0.0,train
synthetic_sse_graph::00008766,0,3,,3,2,0.0,train
synthetic_sse_graph::00008767,0,1,,1,0,0.0,train
synthetic_sse_graph::00008768,0,1,,1,0,0.0,train
synthetic_sse_graph::00008769,0,9,,9,8,0.0,train
synthetic_sse_graph::00008770,0,2,,2,1,0.0,train
synthetic_sse_graph::00008771,0,1,,1,0,0.0,train
synthetic_sse_graph::00008772,0,1,,1,0,0.0,train
synthetic_sse_graph::00008773,0,1,,1,0,0.0,train
synthetic_sse_graph::00008774,0,1,,1,0,0.0,train
synthetic_sse_graph::00008775,0,20,,20,19,0.05263157894736842,train
synthetic_sse_graph::00008776,0,1,,1,0,0.0,train
synthetic_sse_graph::00008777,0,2,,2,1,0.0,train
synthetic_sse_graph::00008778,0,7,,7,6,0.0,train
synthetic_sse_graph::00008779,0,23,,23,22,0.0,train
synthetic_sse_graph::00008780,0,1,,1,0,0.0,train
synthetic_sse_graph::00008781,0,2,,2,1,0.0,train
synthetic_sse_graph::00008782,0,1,,1,0,0.0,train
synthetic_sse_graph::00008783,0,7,,7,6,0.0,train
synthetic_sse_graph::00008784,0,3,,3,2,0.0,train
synthetic_sse_graph::00008785,0,2,,2,1,0.0,train
synthetic_sse_graph::00008786,0,1,,1,0,0.0,train
synthetic_sse_graph::00008787,0,4,,4,3,0.0,train
synthetic_sse_graph::00008788,0,2,,2,1,0.0,train
synthetic_sse_graph::00008789,0,35,,35,34,0.029411764705882353,train
synthetic_sse_graph::00008790,0,1,,1,0,0.0,train
synthetic_sse_graph::00008791,0,3,,3,2,0.0,train
synthetic_sse_graph::00008792,0,1,,1,0,0.0,train
synthetic_sse_graph::00008793,0,1,,1,0,0.0,train
synthetic_sse_graph::00008794,0,17,,17,16,0.0,train
synthetic_sse_graph::00008795,0,3,,3,2,0.0,train
synthetic_sse_graph::00008796,0,3,,3,2,0.0,train
synthetic_sse_graph::00008797,0,1,,1,0,0.0,train
synthetic_sse_graph::00008798,0,1,,1,0,0.0,train
synthetic_sse_graph::00008799,0,1,,1,0,0.0,train
synthetic_sse_graph::00008800,0,1,,1,0,0.0,train
synthetic_sse_graph::00008801,0,13,,13,12,0.16666666666666666,train
synthetic_sse_graph::00008802,0,2,,2,1,0.0,train
synthetic_sse_graph::00008803,0,1,,1,0,0.0,train
synthetic_sse_graph::00008804,0,4,,4,3,0.0,train
synthetic_sse_graph::00008805,0,1,,1,0,0.0,train
synthetic_sse_graph::00008806,0,1,,1,0,0.0,train
synthetic_sse_graph::00008807,0,1,,1,0,0.0,train
synthetic_sse_graph::00008808,0,3,,3,2,0.0,train
synthetic_sse_graph::00008809,0,2,,2,1,0.0,train
synthetic_sse_graph::00008810,0,8,,8,7,0.0,train
synthetic_sse_graph::00008811,0,3,,3,2,0.0,train
synthetic_sse_graph::00008812,0,1,,1,0,0.0,train
synthetic_sse_graph::00008813,0,1,,1,0,0.0,train
synthetic_sse_graph::00008814,0,3,,3,2,0.0,train
synthetic_sse_graph::00008815,0,10,,10,9,0.0,train
synthetic_sse_graph::00008816,0,2,,2,1,0.0,train
synthetic_sse_graph::00008817,0,14,,14,13,0.0,train
synthetic_sse_graph::00008818,0,9,,9,8,0.0,train
synthetic_sse_graph::00008819,0,1,,1,0,0.0,train
synthetic_sse_graph::00008820,0,3,,3,2,0.0,train
synthetic_sse_graph::00008821,0,2,,2,1,0.0,train
synthetic_sse_graph::00008822,0,1,,1,0,0.0,train
synthetic_sse_graph::00008823,0,2,,2,1,0.0,train
synthetic_sse_graph::00008824,0,1,,1,0,0.0,train
synthetic_sse_graph::00008825,0,1,,1,0,0.0,train
synthetic_sse_graph::00008826,0,3,,3,2,0.0,train
synthetic_sse_graph::00008827,0,1,,1,0,0.0,train
synthetic_sse_graph::00008828,0,1,,1,0,0.0,train
synthetic_sse_graph::00008829,0,1,,1,0,0.0,train
synthetic_sse_graph::00008830,0,1,,1,0,0.0,train
synthetic_sse_graph::00008831,0,2,,2,1,0.0,train
synthetic_sse_graph::00008832,0,7,,7,6,0.0,train
synthetic_sse_graph::00008833,0,1,,1,0,0.0,train
synthetic_sse_graph::00008834,0,11,,11,10,0.0,train
synthetic_sse_graph::00008835,0,1,,1,0,0.0,train
synthetic_sse_graph::00008836,0,15,,15,14,0.0,train
synthetic_sse_graph::00008837,0,1,,1,0,0.0,train
synthetic_sse_graph::00008838,0,1,,1,0,0.0,train
synthetic_sse_graph::00008839,0,4,,4,3,0.0,train
synthetic_sse_graph::00008840,0,15,,15,14,0.0,train
synthetic_sse_graph::00008841,0,1,,1,0,0.0,train
synthetic_sse_graph::00008842,0,4,,4,3,0.0,train
synthetic_sse_graph::00008843,0,1,,1,0,0.0,train
synthetic_sse_graph::00008844,0,1,,1,0,0.0,train
synthetic_sse_graph::00008845,0,10,,10,9,0.0,train
synthetic_sse_graph::00008846,0,1,,1,0,0.0,train
synthetic_sse_graph::00008847,0,2,,2,1,0.0,train
synthetic_sse_graph::00008848,0,7,,7,6,0.0,train
synthetic_sse_graph::00008849,0,1,,1,0,0.0,train
synthetic_sse_graph::00008850,0,1,,1,0,0.0,train
synthetic_sse_graph::00008851,0,2,,2,1,0.0,train
synthetic_sse_graph::00008852,0,2,,2,1,0.0,train
synthetic_sse_graph::00008853,0,1,,1,0,0.0,train
synthetic_sse_graph::00008854,0,28,,28,27,0.037037037037037035,train
synthetic_sse_graph::00008855,0,1,,1,0,0.0,train
synthetic_sse_graph::00008856,0,1,,1,0,0.0,train
synthetic_sse_graph::00008857,0,4,,4,3,0.0,train
synthetic_sse_graph::00008858,0,1,,1,0,0.0,train
synthetic_sse_graph::00008859,0,4,,4,3,0.0,train
synthetic_sse_graph::00008860,0,3,,3,2,0.0,train
synthetic_sse_graph::00008861,0,3,,3,2,0.0,train
synthetic_sse_graph::00008862,0,1,,1,0,0.0,train
synthetic_sse_graph::00008863,0,1,,1,0,0.0,train
synthetic_sse_graph::00008864,0,1,,1,0,0.0,train
synthetic_sse_graph::00008865,0,2,,2,1,0.0,train
synthetic_sse_graph::00008866,0,1,,1,0,0.0,train
synthetic_sse_graph::00008867,0,1,,1,0,0.0,train
synthetic_sse_graph::00008868,0,1,,1,0,0.0,train
synthetic_sse_graph::00008869,0,1,,1,0,0.0,train
synthetic_sse_graph::00008870,0,1,,1,0,0.0,train
synthetic_sse_graph::00008871,0,1,,1,0,0.0,train
synthetic_sse_graph::00008872,0,1,,1,0,0.0,train
synthetic_sse_graph::00008873,0,1,,1,0,0.0,train
synthetic_sse_graph::00008874,0,1,,1,0,0.0,train
synthetic_sse_graph::00008875,0,1,,1,0,0.0,train
synthetic_sse_graph::00008876,0,1,,1,0,0.0,train
synthetic_sse_graph::00008877,0,3,,3,2,0.0,train
synthetic_sse_graph::00008878,0,2,,2,1,0.0,train
synthetic_sse_graph::00008879,0,5,,5,4,0.0,train
synthetic_sse_graph::00008880,0,3,,3,2,0.0,train
synthetic_sse_graph::00008881,0,6,,6,5,0.0,train
synthetic_sse_graph::00008882,0,10,,10,9,0.1111111111111111,train
synthetic_sse_graph::00008883,0,1,,1,0,0.0,train
synthetic_sse_graph::00008884,0,3,,3,2,0.0,train
synthetic_sse_graph::00008885,0,1,,1,0,0.0,train
synthetic_sse_graph::00008886,0,1,,1,0,0.0,train
synthetic_sse_graph::00008887,0,1,,1,0,0.0,train
synthetic_sse_graph::00008888,0,8,,8,7,0.0,train
synthetic_sse_graph::00008889,0,1,,1,0,0.0,train
synthetic_sse_graph::00008890,0,2,,2,1,0.0,train
synthetic_sse_graph::00008891,0,1,,1,0,0.0,train
synthetic_sse_graph::00008892,0,1,,1,0,0.0,train
synthetic_sse_graph::00008893,0,5,,5,4,0.25,train
synthetic_sse_graph::00008894,0,1,,1,0,0.0,train
synthetic_sse_graph::00008895,0,2,,2,1,0.0,train
synthetic_sse_graph::00008896,0,1,,1,0,0.0,train
synthetic_sse_graph::00008897,0,3,,3,2,0.0,train
synthetic_sse_graph::00008898,0,35,,35,34,0.058823529411764705,train
synthetic_sse_graph::00008899,0,2,,2,1,1.0,train
synthetic_sse_graph::00008900,0,1,,1,0,0.0,train
synthetic_sse_graph::00008901,0,1,,1,0,0.0,train
synthetic_sse_graph::00008902,0,13,,13,12,0.0,train
synthetic_sse_graph::00008903,0,8,,8,7,0.0,train
synthetic_sse_graph::00008904,0,9,,9,8,0.0,train
synthetic_sse_graph::00008905,0,6,,6,5,0.0,train
synthetic_sse_graph::00008906,0,2,,2,1,0.0,train
synthetic_sse_graph::00008907,0,15,,15,14,0.0,train
synthetic_sse_graph::00008908,0,1,,1,0,0.0,train
synthetic_sse_graph::00008909,0,1,,1,0,0.0,train
synthetic_sse_graph::00008910,0,3,,3,2,0.0,train
synthetic_sse_graph::00008911,0,18,,18,17,0.0,train
synthetic_sse_graph::00008912,0,1,,1,0,0.0,train
synthetic_sse_graph::00008913,0,1,,1,0,0.0,train
synthetic_sse_graph::00008914,0,3,,3,2,0.0,train
synthetic_sse_graph::00008915,0,1,,1,0,0.0,train
synthetic_sse_graph::00008916,0,1,,1,0,0.0,train
synthetic_sse_graph::00008917,0,1,,1,0,0.0,train
synthetic_sse_graph::00008918,0,6,,6,5,0.2,train
synthetic_sse_graph::00008919,0,1,,1,0,0.0,train
synthetic_sse_graph::00008920,0,1,,1,0,0.0,train
synthetic_sse_graph::00008921,0,6,,6,5,0.2,train
synthetic_sse_graph::00008922,1,6,340.0,6,5,0.0,train
synthetic_sse_graph::00008923,0,1,,1,0,0.0,train
synthetic_sse_graph::00008924,0,1,,1,0,0.0,train
synthetic_sse_graph::00008925,0,1,,1,0,0.0,train
synthetic_sse_graph::00008926,0,9,,9,8,0.0,train
synthetic_sse_graph::00008927,0,1,,1,0,0.0,train
synthetic_sse_graph::00008928,0,1,,1,0,0.0,train
synthetic_sse_graph::00008929,0,1,,1,0,0.0,train
synthetic_sse_graph::00008930,0,2,,2,1,0.0,train
synthetic_sse_graph::00008931,0,1,,1,0,0.0,train
synthetic_sse_graph::00008932,0,2,,2,1,0.0,train
synthetic_sse_graph::00008933,0,1,,1,0,0.0,train
synthetic_sse_graph::00008934,0,32,,32,31,0.0,train
synthetic_sse_graph::00008935,0,1,,1,0,0.0,train
synthetic_sse_graph::00008936,0,4,,4,3,0.0,train
synthetic_sse_graph::00008937,1,7,180.0,7,6,0.0,train
synthetic_sse_graph::00008938,0,2,,2,1,0.0,train
synthetic_sse_graph::00008939,0,1,,1,0,0.0,train
synthetic_sse_graph::00008940,0,1,,1,0,0.0,train
synthetic_sse_graph::00008941,0,3,,3,2,0.0,train
synthetic_sse_graph::00008942,0,1,,1,0,0.0,train
synthetic_sse_graph::00008943,0,1,,1,0,0.0,train
synthetic_sse_graph::00008944,0,5,,5,4,0.0,train
synthetic_sse_graph::00008945,0,2,,2,1,0.0,train
synthetic_sse_graph::00008946,0,1,,1,0,0.0,train
synthetic_sse_graph::00008947,0,7,,7,6,0.0,train
synthetic_sse_graph::00008948,0,23,,23,22,0.0,train
synthetic_sse_graph::00008949,0,8,,8,7,0.14285714285714285,train
synthetic_sse_graph::00008950,0,1,,1,0,0.0,train
synthetic_sse_graph::00008951,0,9,,9,8,0.125,train
synthetic_sse_graph::00008952,0,1,,1,0,0.0,train
synthetic_sse_graph::00008953,0,1,,1,0,0.0,train
synthetic_sse_graph::00008954,0,1,,1,0,0.0,train
synthetic_sse_graph::00008955,0,4,,4,3,0.0,train
synthetic_sse_graph::00008956,0,3,,3,2,0.0,train
synthetic_sse_graph::00008957,0,4,,4,3,0.0,train
synthetic_sse_graph::00008958,1,320,100.0,64,63,0.09523809523809523,train
synthetic_sse_graph::00008959,0,1,,1,0,0.0,train
synthetic_sse_graph::00008960,0,1,,1,0,0.0,train
synthetic_sse_graph::00008961,0,1,,1,0,0.0,train
synthetic_sse_graph::00008962,0,9,,9,8,0.0,train
synthetic_sse_graph::00008963,0,10,,10,9,0.1111111111111111,train
synthetic_sse_graph::00008964,0,2,,2,1,1.0,train
synthetic_sse_graph::00008965,0,1,,1,0,0.0,train
synthetic_sse_graph::00008966,0,1,,1,0,0.0,train
synthetic_sse_graph::00008967,0,2,,2,1,0.0,train
synthetic_sse_graph::00008968,0,3,,3,2,0.0,train
synthetic_sse_graph::00008969,0,3,,3,2,0.0,train
synthetic_sse_graph::00008970,0,1,,1,0,0.0,train
synthetic_sse_graph::00008971,0,1,,1,0,0.0,train
synthetic_sse_graph::00008972,0,1,,1,0,0.0,train
synthetic_sse_graph::00008973,0,1,,1,0,0.0,train
synthetic_sse_graph::00008974,0,1,,1,0,0.0,train
synthetic_sse_graph::00008975,0,1,,1,0,0.0,train
synthetic_sse_graph::00008976,0,1,,1,0,0.0,train
synthetic_sse_graph::00008977,0,2,,2,1,0.0,train
synthetic_sse_graph::00008978,0,18,,18,17,0.0,train
synthetic_sse_graph::00008979,0,1,,1,0,0.0,train
synthetic_sse_graph::00008980,0,1,,1,0,0.0,train
synthetic_sse_graph::00008981,0,2,,2,1,0.0,train
synthetic_sse_graph::00008982,0,8,,8,7,0.0,train
synthetic_sse_graph::00008983,0,9,,9,8,0.0,train
synthetic_sse_graph::00008984,0,1,,1,0,0.0,train
synthetic_sse_graph::00008985,0,1,,1,0,0.0,train
synthetic_sse_graph::00008986,0,1,,1,0,0.0,train
synthetic_sse_graph::00008987,0,1,,1,0,0.0,train
synthetic_sse_graph::00008988,0,1,,1,0,0.0,train
synthetic_sse_graph::00008989,0,3,,3,2,0.0,train
synthetic_sse_graph::00008990,0,1,,1,0,0.0,train
synthetic_sse_graph::00008991,0,1,,1,0,0.0,train
synthetic_sse_graph::00008992,0,1,,1,0,0.0,train
synthetic_sse_graph::00008993,0,2,,2,1,0.0,train
synthetic_sse_graph::00008994,0,1,,1,0,0.0,train
synthetic_sse_graph::00008995,0,2,,2,1,0.0,train
synthetic_sse_graph::00008996,0,1,,1,0,0.0,train
synthetic_sse_graph::00008997,0,1,,1,0,0.0,train
synthetic_sse_graph::00008998,0,3,,3,2,0.0,train
synthetic_sse_graph::00008999,0,1,,1,0,0.0,train
synthetic_sse_graph::00009000,0,28,,28,27,0.037037037037037035,train
synthetic_sse_graph::00009001,0,1,,1,0,0.0,train
synthetic_sse_graph::00009002,0,1,,1,0,0.0,train
synthetic_sse_graph::00009003,0,1,,1,0,0.0,train
synthetic_sse_graph::00009004,1,2,320.0,2,1,0.0,train
synthetic_sse_graph::00009005,0,1,,1,0,0.0,train
synthetic_sse_graph::00009006,0,1,,1,0,0.0,train
synthetic_sse_graph::00009007,0,1,,1,0,0.0,train
synthetic_sse_graph::00009008,0,1,,1,0,0.0,train
synthetic_sse_graph::00009009,0,1,,1,0,0.0,train
synthetic_sse_graph::00009010,0,1,,1,0,0.0,train
synthetic_sse_graph::00009011,0,5,,5,4,0.0,train
synthetic_sse_graph::00009012,0,1,,1,0,0.0,train
synthetic_sse_graph::00009013,0,1,,1,0,0.0,train
synthetic_sse_graph::00009014,0,2,,2,1,0.0,train
synthetic_sse_graph::00009015,0,1,,1,0,0.0,train
synthetic_sse_graph::00009016,0,1,,1,0,0.0,train
synthetic_sse_graph::00009017,0,3,,3,2,0.0,train
synthetic_sse_graph::00009018,0,9,,9,8,0.0,train
synthetic_sse_graph::00009019,0,1,,1,0,0.0,train
synthetic_sse_graph::00009020,0,4,,4,3,0.0,train
synthetic_sse_graph::00009021,0,14,,14,13,0.0,train
synthetic_sse_graph::00009022,0,1,,1,0,0.0,train
synthetic_sse_graph::00009023,0,1,,1,0,0.0,train
synthetic_sse_graph::00009024,0,1,,1,0,0.0,train
synthetic_sse_graph::00009025,0,1,,1,0,0.0,train
synthetic_sse_graph::00009026,0,3,,3,2,0.0,train
synthetic_sse_graph::00009027,0,1,,1,0,0.0,train
synthetic_sse_graph::00009028,1,2,360.0,2,1,0.0,train
synthetic_sse_graph::00009029,0,1,,1,0,0.0,train
synthetic_sse_graph::00009030,0,2,,2,1,0.0,train
synthetic_sse_graph::00009031,0,1,,1,0,0.0,train
synthetic_sse_graph::00009032,0,4,,4,3,0.0,train
synthetic_sse_graph::00009033,0,4,,4,3,0.0,train
synthetic_sse_graph::00009034,0,6,,6,5,0.0,train
synthetic_sse_graph::00009035,0,1,,1,0,0.0,train
synthetic_sse_graph::00009036,0,1,,1,0,0.0,train
synthetic_sse_graph::00009037,0,4,,4,3,0.0,train
synthetic_sse_graph::00009038,0,4,,4,3,0.0,train
synthetic_sse_graph::00009039,1,6,300.0,6,5,0.0,train
synthetic_sse_graph::00009040,0,1,,1,0,0.0,train
synthetic_sse_graph::00009041,0,4,,4,3,0.0,train
synthetic_sse_graph::00009042,0,1,,1,0,0.0,train
synthetic_sse_graph::00009043,0,5,,5,4,0.0,train
synthetic_sse_graph::00009044,0,20,,20,19,0.0,train
synthetic_sse_graph::00009045,0,1,,1,0,0.0,train
synthetic_sse_graph::00009046,0,6,,6,5,0.0,train
synthetic_sse_graph::00009047,0,3,,3,2,0.0,train
synthetic_sse_graph::00009048,0,53,,53,52,0.038461538461538464,train
synthetic_sse_graph::00009049,0,1,,1,0,0.0,train
synthetic_sse_graph::00009050,0,1,,1,0,0.0,train
synthetic_sse_graph::00009051,0,1,,1,0,0.0,train
synthetic_sse_graph::00009052,0,3,,3,2,0.0,train
synthetic_sse_graph::00009053,0,1,,1,0,0.0,train
synthetic_sse_graph::00009054,0,8,,8,7,0.0,train
synthetic_sse_graph::00009055,0,4,,4,3,0.0,train
synthetic_sse_graph::00009056,0,1,,1,0,0.0,train
synthetic_sse_graph::00009057,0,1,,1,0,0.0,train
synthetic_sse_graph::00009058,1,2,80.0,2,1,1.0,train
synthetic_sse_graph::00009059,0,2,,2,1,0.0,train
synthetic_sse_graph::00009060,0,2,,2,1,0.0,train
synthetic_sse_graph::00009061,0,1,,1,0,0.0,train
synthetic_sse_graph::00009062,0,1,,1,0,0.0,train
synthetic_sse_graph::00009063,0,4,,4,3,0.0,train
synthetic_sse_graph::00009064,0,3,,3,2,0.0,train
synthetic_sse_graph::00009065,0,1,,1,0,0.0,train
synthetic_sse_graph::00009066,0,1,,1,0,0.0,train
synthetic_sse_graph::00009067,0,3,,3,2,0.0,train
synthetic_sse_graph::00009068,0,1,,1,0,0.0,train
synthetic_sse_graph::00009069,0,1,,1,0,0.0,train
synthetic_sse_graph::00009070,0,1,,1,0,0.0,train
synthetic_sse_graph::00009071,0,1,,1,0,0.0,train
synthetic_sse_graph::00009072,0,2,,2,1,0.0,train
synthetic_sse_graph::00009073,0,1,,1,0,0.0,train
synthetic_sse_graph::00009074,0,1,,1,0,0.0,train
synthetic_sse_graph::00009075,0,41,,41,40,0.05,train
synthetic_sse_graph::00009076,0,11,,11,10,0.0,train
synthetic_sse_graph::00009077,0,1,,1,0,0.0,train
synthetic_sse_graph::00009078,0,1,,1,0,0.0,train
synthetic_sse_graph::00009079,0,1,,1,0,0.0,train
synthetic_sse_graph::00009080,0,1,,1,0,0.0,train
synthetic_sse_graph::00009081,0,34,,34,33,0.030303030303030304,train
synthetic_sse_graph::00009082,0,1,,1,0,0.0,train
synthetic_sse_graph::00009083,0,3,,3,2,0.0,train
synthetic_sse_graph::00009084,1,3,360.0,3,2,0.0,train
synthetic_sse_graph::00009085,0,1,,1,0,0.0,train
synthetic_sse_graph::00009086,0,3,,3,2,0.0,train
synthetic_sse_graph::00009087,0,1,,1,0,0.0,train
synthetic_sse_graph::00009088,0,2,,2,1,0.0,train
synthetic_sse_graph::00009089,0,1,,1,0,0.0,train
synthetic_sse_graph::00009090,0,1,,1,0,0.0,train
synthetic_sse_graph::00009091,0,1,,1,0,0.0,train
synthetic_sse_graph::00009092,0,52,,52,51,0.0392156862745098,train
synthetic_sse_graph::00009093,0,2,,2,1,0.0,train
synthetic_sse_graph::00009094,0,6,,6,5,0.0,train
synthetic_sse_graph::00009095,0,2,,2,1,0.0,train
synthetic_sse_graph::00009096,0,4,,4,3,0.0,train
synthetic_sse_graph::00009097,0,35,,35,34,0.0,train
synthetic_sse_graph::00009098,0,1,,1,0,0.0,train
synthetic_sse_graph::00009099,0,5,,5,4,0.0,train
synthetic_sse_graph::00009100,0,6,,6,5,0.0,train
synthetic_sse_graph::00009101,0,1,,1,0,0.0,train
synthetic_sse_graph::00009102,0,6,,6,5,0.0,train
synthetic_sse_graph::00009103,0,1,,1,0,0.0,train
synthetic_sse_graph::00009104,0,10,,10,9,0.1111111111111111,train
synthetic_sse_graph::00009105,0,3,,3,2,0.0,train
synthetic_sse_graph::00009106,0,1,,1,0,0.0,train
synthetic_sse_graph::00009107,0,1,,1,0,0.0,train
synthetic_sse_graph::00009108,0,1,,1,0,0.0,train
synthetic_sse_graph::00009109,0,2,,2,1,0.0,train
synthetic_sse_graph::00009110,0,2,,2,1,0.0,train
synthetic_sse_graph::00009111,0,1,,1,0,0.0,train
synthetic_sse_graph::00009112,0,3,,3,2,0.0,train
synthetic_sse_graph::00009113,0,4,,4,3,0.0,train
synthetic_sse_graph::00009114,0,1,,1,0,0.0,train
synthetic_sse_graph::00009115,0,21,,21,20,0.0,train
synthetic_sse_graph::00009116,0,2,,2,1,0.0,train
synthetic_sse_graph::00009117,0,1,,1,0,0.0,train
synthetic_sse_graph::00009118,0,17,,17,16,0.0,train
synthetic_sse_graph::00009119,0,3,,3,2,0.0,train
synthetic_sse_graph::00009120,0,1,,1,0,0.0,train
synthetic_sse_graph::00009121,0,2,,2,1,0.0,train
synthetic_sse_graph::00009122,0,3,,3,2,0.0,train
synthetic_sse_graph::00009123,0,2,,2,1,0.0,train
synthetic_sse_graph::00009124,0,7,,7,6,0.0,train
synthetic_sse_graph::00009125,0,2,,2,1,0.0,train
synthetic_sse_graph::00009126,0,4,,4,3,0.0,train
synthetic_sse_graph::00009127,0,3,,3,2,0.0,train
synthetic_sse_graph::00009128,0,1,,1,0,0.0,train
synthetic_sse_graph::00009129,0,39,,39,38,0.0,train
synthetic_sse_graph::00009130,0,4,,4,3,0.0,train
synthetic_sse_graph::00009131,0,3,,3,2,0.0,train
synthetic_sse_graph::00009132,0,1,,1,0,0.0,train
synthetic_sse_graph::00009133,0,1,,1,0,0.0,train
synthetic_sse_graph::00009134,0,1,,1,0,0.0,train
synthetic_sse_graph::00009135,0,1,,1,0,0.0,train
synthetic_sse_graph::00009136,0,4,,4,3,0.0,train
synthetic_sse_graph::00009137,0,3,,3,2,0.0,train
synthetic_sse_graph::00009138,0,1,,1,0,0.0,train
synthetic_sse_graph::00009139,0,1,,1,0,0.0,train
synthetic_sse_graph::00009140,0,1,,1,0,0.0,train
synthetic_sse_graph::00009141,0,10,,10,9,0.0,train
synthetic_sse_graph::00009142,0,9,,9,8,0.0,train
synthetic_sse_graph::00009143,0,1,,1,0,0.0,train
synthetic_sse_graph::00009144,0,1,,1,0,0.0,train
synthetic_sse_graph::00009145,0,4,,4,3,0.0,train
synthetic_sse_graph::00009146,0,6,,6,5,0.0,train
synthetic_sse_graph::00009147,0,1,,1,0,0.0,train
synthetic_sse_graph::00009148,0,1,,1,0,0.0,train
synthetic_sse_graph::00009149,0,13,,13,12,0.0,train
synthetic_sse_graph::00009150,0,1,,1,0,0.0,train
synthetic_sse_graph::00009151,0,60,,60,59,0.03389830508474576,train
synthetic_sse_graph::00009152,0,1,,1,0,0.0,train
synthetic_sse_graph::00009153,0,3,,3,2,0.0,train
synthetic_sse_graph::00009154,0,11,,11,10,0.0,train
